"","row","center.X","center.Y","TR","Elev.minim","Elev.maxim","Elev.mean","Elev.mode","Elev.stdde","Elev.varia","CV","IQ","Elev.skewn","Elev.kurto","Elev.AAD","Elev.L1","Elev.L2","Elev.L3","Elev.L4","Elev.L.CV","Elev.L.ske","Elev.L.kur","Elev.P01","Elev.P05","Elev.P10","Elev.P20","Elev.P25","Elev.P30","Elev.P40","Elev.P50","Elev.P60","Elev.P70","Elev.P75","Elev.P80","Elev.P90","Elev.P95","Elev.P99","Return.1.c","Return.2.c","Return.3.c","Return.4.c","Percentage","Percenta_1","X.All.retur","First.retu","All.return","Percenta_2","Percenta_3","Percenta_4","Percenta_5","X.All.ret_1","X.All.ret_2","First.re_1","First.re_2","All.retu_1","All.retu_2","Total.firs","Canopy.rel","Elev.quadr","Elev.cubic","Profile.ar","Habitat"
"774",54,528340,21080,2082,3.0013,19.0294,9.1888,8.0896,3.0946,9.5768,0.3368,4.3259,0.1504,2.5538,2.5276,9.1888,1.7642,0.0356,0.1538,0.192,0.0202,0.0872,3.2107,4.1516,4.9156,6.3615,7.0597,7.5229,8.2802,9.0734,9.956,10.9005,11.3856,12.0124,13.3328,14.0327,16.1258,1733,328,21,0,88.3282,79.1936,106.1162,1733,2082,47.3496,60.2956,38.4937,49.9049,51.58,66.8705,929,1183,1012,1312,1962,0.386,9.6956,10.1451,45.911,"RMR"
"775",54,528380,21080,1759,3.0027,14.0554,8.0976,10.1957,2.7952,7.8133,0.3452,4.5278,0.006,2.0101,2.3662,8.0976,1.6104,-0.0025,0.0611,0.1989,-0.0016,0.0379,3.1392,3.5776,4.2108,5.3106,5.7338,6.2217,7.3007,8.2516,9.0284,9.8497,10.2616,10.671,11.9591,12.6401,13.4837,1430,314,15,0,80.157,66.3023,98.5987,1430,1759,48.1502,24.9439,34.4516,17.1504,51.2332,25.5045,859,445,914,455,1784,0.461,8.5662,8.9661,40.8395,"RMR"
"776",53,527980,21060,249,3.1074,18.5405,9.2092,6.782,3.6132,13.0552,0.3923,5.0896,0.4859,2.5397,2.9689,9.2092,2.0449,0.2358,0.1925,0.2221,0.1153,0.0941,3.3384,3.7182,4.759,6.2506,6.8362,7.0138,7.6358,8.4886,9.7559,10.7327,11.9258,12.4598,14.4589,16.0939,17.7503,195,49,5,0,39.0782,40.1613,49.8998,195,249,18.0361,31.4629,17.4194,30.6452,21.6433,38.0762,90,157,108,190,499,0.3954,9.89,10.5165,21.2461,"RMR"
"777",53,528000,21060,253,3.0231,12.9308,6.816,4.753,2.1599,4.6652,0.3169,3.1204,0.3934,2.5566,1.7714,6.816,1.2291,0.1024,0.1015,0.1803,0.0833,0.0826,3.0811,3.4397,4.2207,4.8466,5.1542,5.2966,6.0144,6.7578,7.2414,7.9382,8.2745,8.6417,9.7827,10.7135,12.2107,233,20,0,0,45.4191,41.9569,49.3177,233,253,21.2476,38.0117,19.403,34.4942,22.807,40.5458,109,195,117,208,513,0.3828,7.1487,7.4627,25.3412,"RMR"
"778",53,528020,21060,412,3.0175,14.8793,7.3677,6.2183,2.481,6.1553,0.3367,3.6706,0.2788,2.6101,2.0406,7.3677,1.4143,0.0609,0.1068,0.192,0.043,0.0755,3.1282,3.4981,3.9456,5.0174,5.4959,5.9172,6.5939,7.3154,7.9819,8.7246,9.1665,9.5165,10.6949,11.3791,14.0083,349,62,1,0,68.4314,59.7968,80.7843,349,412,38.2353,49.0196,29.3179,39.1872,39.6078,52.9412,195,250,202,270,510,0.3667,7.7732,8.1428,36.0107,"RMR"
"779",53,528040,21060,530,3.0547,19.5488,9.9871,10.1236,3.6643,13.4273,0.3669,5.4918,0.2454,2.2523,3.0444,9.9871,2.0999,0.1175,0.1344,0.2103,0.056,0.064,3.4112,4.5091,5.3047,6.3719,6.987,7.7269,8.7078,9.8052,10.9425,11.8885,12.4788,13.3105,15.3505,16.3589,18.0789,452,75,3,0,88.6275,76.7004,103.9216,452,530,47.451,46.0784,37.7713,36.6136,51.1765,49.6078,242,235,261,253,510,0.4203,10.6369,11.2127,43.3907,"RMR"
"780",53,528060,21060,526,3.0082,20.0944,9.683,4.3642,4.4019,19.3765,0.4546,7.8348,0.2516,1.8847,3.8242,9.683,2.53,0.181,-0.0057,0.2613,0.0715,-0.0023,3.0721,3.5736,4.2277,5.0547,5.598,6.2924,7.6783,9.2969,11.1134,12.5719,13.4328,14.2848,15.7364,16.9678,18.6568,427,91,8,0,79.8131,72.1536,98.3178,427,526,37.9439,69.9065,33.3333,63.3745,45.4206,86.3551,203,374,243,462,535,0.3907,10.6348,11.4244,37.5379,"RMR"
"781",53,528120,21060,711,3.1498,23.6415,11.3909,11.6067,4.5801,20.9775,0.4021,6.921,0.334,2.4835,3.7793,11.3909,2.6107,0.1745,0.1997,0.2292,0.0668,0.0765,3.4746,4.4125,5.6796,6.9624,7.6718,8.3676,9.7706,11.1855,12.4464,13.8046,14.5928,15.1909,17.7212,19.1926,22.6279,510,185,16,0,96.5909,89.2095,134.6591,510,711,57.9545,56.6288,44.1656,43.0364,66.6667,64.9621,306,299,352,343,528,0.4022,12.276,13.0567,44.2179,"RMR"
"782",53,528140,21060,446,3.0225,13.5669,6.771,4.0267,2.6411,6.9753,0.3901,4.0819,0.5347,2.341,2.2102,6.771,1.4974,0.205,0.064,0.2212,0.1369,0.0427,3.0915,3.3756,3.6555,4.1576,4.3849,4.7886,5.6547,6.4067,7.2863,8.1148,8.4668,9.078,10.7672,11.7239,12.8518,368,74,4,0,68.1481,57.3265,82.5926,368,446,35.1852,58.7037,25.8355,47.4293,37.2222,68.3333,190,317,201,369,540,0.3555,7.2668,7.7285,32.4896,"RMR"
"783",53,528160,21060,496,3.0029,14.1465,7.5636,7.0712,2.7646,7.6428,0.3655,4.2393,0.3806,2.3361,2.2785,7.5636,1.5774,0.1386,0.1069,0.2086,0.0878,0.0678,3.1273,3.4597,4.0713,4.9043,5.3871,5.78,6.5938,7.2991,8.0389,8.9622,9.6264,10.0145,11.5147,12.9515,13.6107,403,87,6,0,75.3271,60.7843,92.7103,403,496,38.8785,46.3551,27.8186,33.2108,42.4299,50.6542,208,248,227,271,535,0.4093,8.052,8.4984,35.2498,"RMR"
"784",53,528180,21060,270,3.0165,11.6362,5.6859,3.2901,1.8316,3.3546,0.3221,2.7439,0.6575,2.8213,1.4946,5.6859,1.0303,0.1487,0.0759,0.1812,0.1444,0.0736,3.0489,3.3125,3.5156,3.9395,4.1593,4.386,4.8783,5.4957,5.9793,6.4387,6.9032,7.1939,8.2801,9.2201,10.3642,260,10,0,0,48.0591,37.3961,49.9076,260,270,22.366,46.2107,17.313,35.7341,23.1054,47.6895,121,250,125,258,541,0.3097,5.9726,6.2561,24.639,"RMR"
"785",53,528200,21060,402,3.0507,12.415,6.2122,4.5371,1.982,3.9282,0.319,2.9573,0.5351,2.7341,1.6242,6.2122,1.1216,0.1227,0.0807,0.1806,0.1094,0.072,3.2091,3.5035,3.7182,4.3049,4.5671,4.8843,5.4969,6.0001,6.5964,7.155,7.5244,7.8318,9.0119,9.5744,11.3776,347,54,1,0,64.9813,52.1401,75.2809,347,402,33.5206,52.2472,23.9948,39.6887,34.6442,57.3034,179,279,185,306,534,0.3376,6.52,6.8179,31.4536,"RMR"
"786",53,528220,21060,542,3.031,16.2262,6.6829,5.3349,2.4265,5.8879,0.3631,3.0009,1.0483,4.3063,1.882,6.6829,1.3199,0.2377,0.1891,0.1975,0.1801,0.1433,3.0723,3.4301,3.9073,4.7021,4.9795,5.2836,5.7411,6.1989,6.807,7.6984,7.9803,8.4881,9.725,11.2505,14.4517,459,81,2,0,89.2996,65.7767,105.4475,459,542,41.8288,65.9533,27.9126,45.1456,44.7471,72.3735,215,339,230,372,514,0.2768,7.109,7.5551,33.0358,"RMR"
"787",53,528240,21060,596,3.0116,16.8424,8.6696,9.1586,3.1075,9.6563,0.3584,4.8646,0.1101,2.2616,2.5886,8.6696,1.7828,0.0272,0.1069,0.2056,0.0152,0.06,3.1996,3.6472,4.3604,5.7085,6.1306,6.6866,7.8308,8.7302,9.5492,10.5346,10.9952,11.5247,12.8871,13.5284,15.269,470,120,6,0,92.5197,75.443,117.3228,470,596,55.5118,50.3937,38.1013,34.4304,59.252,53.5433,282,256,301,272,508,0.4091,9.2088,9.6751,43.18,"RMR"
"788",53,528260,21060,429,3.0323,16.6935,9.1196,7.5861,3.2345,10.4617,0.3547,5.1361,0.0011,2.0913,2.7547,9.1196,1.8614,-0.0127,0.0785,0.2041,-0.0068,0.0422,3.1482,3.8068,4.7289,5.9292,6.6066,7.0575,8.1009,9.2642,10.2489,11.2371,11.7427,12.0658,13.2609,14.0563,15.805,331,95,3,0,65.5446,59.6662,84.9505,331,429,40.9901,49.505,30.459,39.2211,43.3663,55.8416,207,250,219,282,505,0.4456,9.675,10.1447,35.2743,"RMR"
"789",53,528280,21060,502,3.0345,16.7244,6.9425,4.7729,2.8603,8.1811,0.412,3.8516,0.9368,3.4385,2.304,6.9425,1.5737,0.3174,0.1577,0.2267,0.2017,0.1002,3.1356,3.4195,3.7598,4.537,4.7478,4.9423,5.5127,6.2701,7.0727,8.0988,8.5994,9.0883,11.0854,12.6919,14.6414,440,55,7,0,56.6281,51.2245,64.6075,440,502,24.0669,41.8275,21.8367,38.2653,27.5418,48.2625,187,325,214,375,777,0.2855,7.5076,8.0751,25.465,"RMR"
"790",53,528300,21060,733,3.0216,16.23,7.6224,3.0216,3.5171,12.3697,0.4614,5.7458,0.4299,2.0878,2.9837,7.6224,2.0015,0.2433,0.0235,0.2626,0.1215,0.0117,3.0531,3.1973,3.3396,3.8699,4.1776,4.7728,6.0623,7.5171,8.3224,9.4912,9.9235,10.9002,12.9661,13.9365,15.1122,627,100,6,0,37.7256,36.3952,44.1035,627,733,17.6895,37.6655,17.6763,36.3456,21.42,44.0433,294,626,356,732,1662,0.3483,8.3937,9.0614,21.435,"RMR"
"791",53,528320,21060,173,3.0063,8.5847,4.8884,3.0949,1.3749,1.8903,0.2813,2.0975,0.631,2.631,1.1436,4.8884,0.7754,0.1159,0.0398,0.1586,0.1495,0.0514,3.0443,3.1533,3.2349,3.5904,3.6942,3.7794,4.2857,4.6263,5.068,5.5003,5.7917,6.2998,6.6752,7.3665,8.4512,171,2,0,0,9.8219,9.2365,9.9368,171,173,4.3079,9.5922,4.0577,9.023,4.3653,9.7071,75,167,76,169,1741,0.3374,5.0769,5.2657,11.3919,"RMR"
"792",53,528340,21060,1193,3.0261,16.547,9.1173,12.4693,3.4533,11.925,0.3788,5.7003,0.0478,1.8963,2.9565,9.1173,1.993,0.0254,0.0361,0.2186,0.0128,0.0181,3.1791,3.651,4.4152,5.627,6.2279,6.846,7.9798,8.9543,10.1538,11.3632,11.9282,12.6482,14.0428,14.5621,15.2599,933,236,22,2,62.0758,58.7106,79.3746,933,1193,33.7325,17.1657,28.7402,13.0906,38.8556,17.6979,507,258,584,266,1503,0.4505,9.7488,10.278,36.4592,"RMR"
"793",52,527960,21040,416,3.0327,18.8212,9.4995,6.7919,3.6244,13.1362,0.3815,5.681,0.462,2.4997,2.9984,9.4995,2.0597,0.2119,0.1447,0.2168,0.1029,0.0702,3.7483,4.375,5.1122,6.1282,6.5168,6.9565,8.2039,9.0076,10.2667,11.1907,12.1978,12.8646,14.5318,16.2324,18.2485,335,78,3,0,79.9523,68.9884,99.284,335,416,41.5274,63.0072,31.5091,50.0829,45.3461,72.0764,174,264,190,302,419,0.4096,10.1659,10.7798,36.229,"RMR"
"794",52,527980,21040,453,3.0028,16.8717,10.0391,7.6258,3.4533,11.9255,0.344,5.4607,-0.2045,2.1289,2.8824,10.0391,1.9838,-0.0991,0.1009,0.1976,-0.05,0.0509,3.1304,3.7428,5.0281,6.9435,7.5249,8.0642,9.2558,10.1793,11.0472,12.4492,12.9856,13.5096,14.4604,15.0639,16.1501,356,92,5,0,82.0276,70.2326,104.3779,356,453,49.7696,68.4332,36.5891,52.093,54.3779,77.4194,216,297,236,336,434,0.5073,10.6152,11.0841,43.901,"RMR"
"795",52,528000,21040,456,3.0505,17.4451,9.0235,6.7063,3.2873,10.8061,0.3643,5.1663,0.1083,2.0577,2.8113,9.0235,1.8925,0.0417,0.0671,0.2097,0.022,0.0354,3.3575,3.9411,4.5645,5.7787,6.4158,6.8501,7.7994,9.0029,10.2393,11.1684,11.5821,12.1305,13.2002,14.5663,15.7223,381,71,4,0,82.1121,73.3119,98.2759,381,456,45.4741,62.2845,36.4952,53.2154,48.9224,71.3362,211,289,227,331,464,0.4149,9.6024,10.1005,42.894,"RMR"
"796",52,528020,21040,448,3.0077,16.7922,9.1201,8.9154,3.2431,10.518,0.3556,5.006,-0.0377,2.2255,2.6752,9.1201,1.8607,-0.0331,0.1251,0.204,-0.0178,0.0672,3.1645,3.5872,4.4301,6.0179,6.5958,7.3101,8.4811,9.2272,10.0679,10.9917,11.6017,12.1854,13.257,14.1467,15.8608,392,56,0,0,79.3522,73.9274,90.6883,392,448,42.5101,45.5466,37.6238,40.099,46.1538,49.1903,210,225,228,243,494,0.4434,9.6784,10.146,43.1486,"RMR"
"797",52,528040,21040,572,3.059,16.9956,9.5715,9.253,3.03,9.1806,0.3166,4.1148,-0.0335,2.4581,2.4713,9.5715,1.7295,-0.0204,0.1705,0.1807,-0.0118,0.0986,3.1945,4.2457,5.4442,6.8912,7.5128,7.8755,8.8141,9.7139,10.5065,11.2033,11.6276,12.1136,13.6651,14.5579,15.8627,483,85,4,0,93.4236,83.871,110.6383,483,572,54.352,58.2205,43.2551,46.4809,57.06,61.3153,281,301,295,317,517,0.4673,10.0388,10.4437,50.3729,"RMR"
"798",52,528100,21040,634,3.0397,20.9769,11.7681,18.4145,4.9262,24.2676,0.4186,9.0996,-0.0571,1.7391,4.2892,11.7681,2.8427,-0.0531,-0.0447,0.2416,-0.0187,-0.0157,3.2702,3.9981,5.1605,6.4731,7.2585,8.2556,10.1208,11.8019,13.4548,15.4996,16.3582,17.2076,18.2991,18.6866,19.6709,476,135,22,1,85.7658,79.9496,114.2342,476,634,51.5315,10.4505,40.1009,7.314,57.2973,10.4505,286,58,318,58,555,0.4866,12.7561,13.5328,47.2964,"RMR"
"799",52,528120,21040,694,3.4548,21.191,11.6301,11.6191,3.7481,14.0485,0.3223,4.8558,0.0646,2.5421,3.0075,11.6301,2.1333,0.0225,0.2372,0.1834,0.0105,0.1112,3.7159,5.3585,6.4343,8.4554,9.1792,9.6457,10.7036,11.6858,12.5562,13.4466,14.035,14.8373,16.8406,18.0895,19.7706,526,157,11,0,94.6043,85.3629,124.8201,526,694,57.1942,57.1942,43.4194,43.4194,63.4892,63.4892,318,318,353,353,556,0.4609,12.2184,12.7362,49.9101,"RMR"
"800",52,528140,21040,732,3.0009,22.4407,9.87,7.0122,3.8478,14.8059,0.3899,6.0099,0.3272,2.4105,3.2305,9.87,2.1977,0.1496,0.1162,0.2227,0.0681,0.0529,3.2255,4.1623,4.9509,6.3086,6.8808,7.2631,8.2243,9.5749,10.7531,12.0782,12.8907,13.666,15.0537,16.1506,18.6191,521,196,15,0,94.3841,82.1549,132.6087,521,732,53.8043,72.2826,39.2817,60.1571,63.4058,97.1014,297,399,350,536,552,0.3534,10.5926,11.2344,43.1943,"RMR"
"801",52,528160,21040,676,3.0264,17.306,9.7409,12.7728,3.3359,11.128,0.3425,5.2329,-0.1473,2.1501,2.7926,9.7409,1.9158,-0.0733,0.1024,0.1967,-0.0383,0.0535,3.2494,3.838,4.9406,6.6758,7.3249,7.7573,8.9677,9.8248,10.9315,12.1675,12.5578,12.9525,14.0745,14.6904,16.2453,499,161,16,0,90.7273,71.9915,122.9091,499,676,55.2727,27.4545,36.5282,16.2939,62.3636,27.8182,304,151,343,153,550,0.4702,10.2954,10.7535,43.6285,"RMR"
"802",52,528180,21040,595,3.0046,15.0165,7.3893,7.3899,2.5615,6.5612,0.3466,3.7499,0.3757,2.4334,2.1206,7.3893,1.4606,0.1178,0.0954,0.1977,0.0807,0.0653,3.0731,3.7786,4.1759,4.8791,5.2485,5.6668,6.3973,7.3407,7.9524,8.6406,8.9984,9.7181,10.9274,11.9157,13.8996,467,122,6,0,84.1441,65.5286,107.2072,467,595,48.6486,48.6486,32.3789,32.3789,52.973,52.973,270,270,294,294,555,0.365,7.82,8.2178,38.3653,"RMR"
"803",52,528200,21040,576,3.0015,14.0562,7.2432,7.3882,2.4122,5.8189,0.333,3.617,0.3393,2.4687,1.9911,7.2432,1.376,0.0935,0.0994,0.19,0.0679,0.0722,3.1536,3.6519,4.1978,4.8604,5.3308,5.6913,6.3652,7.1464,7.7742,8.4647,8.9478,9.4095,10.5066,11.3549,13.1907,457,118,1,0,83.8532,63.8581,105.6881,457,576,47.5229,45.8716,31.4856,29.9335,52.1101,49.5413,259,250,284,270,545,0.3837,7.6336,7.9947,36.3222,"RMR"
"804",52,528220,21040,565,3.0153,13.1847,6.7447,6.8893,2.1174,4.4835,0.3139,3.2032,0.3971,2.6132,1.7216,6.7447,1.2036,0.0922,0.0972,0.1785,0.0766,0.0808,3.228,3.6597,4.0278,4.6816,4.9771,5.4634,6.1135,6.6776,7.1201,7.8382,8.1803,8.6007,9.7035,10.4975,11.6009,493,69,3,0,91.4657,68.2367,104.8237,493,565,47.4954,44.7124,33.0918,31.0386,50.8349,47.6809,256,241,274,257,539,0.3667,7.0687,7.3751,40.7263,"RMR"
"805",52,528240,21040,610,3.09,18.3971,7.6371,6.4916,3.0389,9.2351,0.3979,3.5302,1.0133,4.0308,2.3526,7.6371,1.6566,0.3014,0.2387,0.2169,0.1819,0.1441,3.1625,3.5839,4.2066,5.0687,5.5186,5.8709,6.4758,7.1019,7.9284,8.5895,9.0487,9.8836,11.5013,14.0675,17.2989,490,111,9,0,91.0781,69.397,113.3829,490,610,42.3792,57.8067,30.1479,41.4107,49.2565,67.658,228,311,265,364,538,0.2971,8.2186,8.8155,32.3669,"RMR"
"806",52,528260,21040,427,3.0051,17.8798,10.5588,7.9633,4.0991,16.8024,0.3882,6.6698,0.0173,1.8903,3.5122,10.5588,2.3648,0.0142,0.0426,0.224,0.006,0.018,3.256,3.9464,4.9854,6.6114,7.2863,7.9762,9.0296,10.149,11.8854,13.1118,13.9561,15.147,16.2873,16.8678,17.42,331,88,8,0,54.5305,54.0506,70.346,331,427,28.9951,40.3624,25.1899,37.9747,32.7842,49.4234,176,245,199,300,607,0.5078,11.3248,11.9567,32.987,"RMR"
"807",52,528280,21040,1076,3.0011,14.6635,8.0975,10.2207,3.0211,9.1272,0.3731,4.8063,0.0298,1.9947,2.5646,8.0975,1.7398,0.006,0.054,0.2149,0.0034,0.031,3.1194,3.3431,3.7601,4.953,5.5934,6.0775,7.2291,8.2047,9.1398,10.1172,10.3997,10.8837,12.1926,13.0666,14.0854,863,198,15,0,54.4479,52.9007,67.8864,863,1076,28.959,16.7823,26.942,15.0934,34.5741,19.3691,459,266,548,307,1585,0.437,8.6423,9.0989,31.8223,"RMR"
"808",52,528300,21040,277,3.0103,13.0392,4.5745,3.1694,1.4566,2.1215,0.3184,1.4895,2.0821,9.1273,1.0319,4.5745,0.7236,0.2247,0.1383,0.1582,0.3105,0.1911,3.0353,3.1528,3.223,3.4167,3.5712,3.6829,3.9358,4.2327,4.568,4.8405,5.0607,5.3921,6.2674,7.3368,9.7807,254,23,0,0,15.5637,15.2365,16.973,254,277,6.4338,14.8284,6.0506,14.3564,6.7402,15.9926,105,242,110,261,1632,0.156,4.8,5.0806,16.2316,"RMR"
"809",52,528320,21040,389,3.0061,13.2432,6.8406,3.3311,2.7571,7.6015,0.403,4.0934,0.5646,2.2167,2.2976,6.8406,1.5577,0.2385,0.0717,0.2277,0.1531,0.046,3.0691,3.2877,3.4651,4.3243,4.6077,4.983,5.5492,6.1879,7.0589,7.9411,8.701,9.5684,11.2522,11.8115,12.8958,335,51,3,0,23.6415,23.3074,27.4524,335,389,10.0212,22.0889,9.9461,21.9293,11.7149,25.8292,142,313,166,366,1417,0.3746,7.374,7.8703,14.5284,"RMR"
"810",52,528340,21040,678,3.0016,13.4795,6.3771,3.0016,2.4917,6.2084,0.3907,3.3616,0.7582,2.7395,2.0371,6.3771,1.3893,0.2558,0.1081,0.2179,0.1842,0.0778,3.0598,3.244,3.5734,4.0552,4.3986,4.6344,5.2042,5.8204,6.6691,7.3971,7.7601,8.3566,10.5292,11.3525,12.6198,573,101,4,0,40.6671,39.5797,48.1192,573,678,19.0206,40.6671,17.3964,39.5213,21.1498,48.0483,268,573,298,677,1409,0.3222,6.846,7.304,22.764,"RMR"
"811",51,527940,21020,231,3.0388,12.2467,6.683,3.0388,2.238,5.0087,0.3349,3.4626,0.3289,2.3781,1.8471,6.683,1.2794,0.0907,0.0883,0.1914,0.0709,0.069,3.0531,3.2657,3.7095,4.5474,4.8195,5.1288,5.9197,6.5206,7.1554,7.9613,8.2822,8.7615,9.6982,10.8323,11.9333,210,21,0,0,50.2392,46.5726,55.2632,210,231,24.4019,50,21.9758,46.371,26.0766,55.0239,102,209,109,230,418,0.3958,7.0463,7.3812,27.8885,"RMR"
"812",51,527960,21020,90,3.2198,11.6698,6.9853,4.5611,2.1331,4.5499,0.3054,3.0139,0.2398,2.0514,1.8155,6.9853,1.227,0.0747,0.0428,0.1757,0.0609,0.0349,3.5518,3.8407,4.4798,4.89,5.1921,5.4023,6.1609,6.9149,7.7314,8.0748,8.2061,8.9737,9.7486,10.5511,11.2054,81,9,0,0,19.5652,19.5652,21.7391,81,90,10.628,17.8744,9.5652,17.1739,10.628,19.0821,44,74,44,79,414,0.4456,7.3003,7.5911,13.0637,"RMR"
"813",51,528000,21020,384,3.0017,18.5791,7.7284,3.0017,3.2832,10.7796,0.4248,5.1447,0.5964,2.7708,2.7223,7.7284,1.854,0.2373,0.1043,0.2399,0.128,0.0562,3.0593,3.2914,3.808,4.4972,4.9837,5.3213,6.2734,7.4141,8.1744,9.5465,10.1284,10.7255,12.0962,13.6111,16.2359,327,55,2,0,77.1226,68.8172,90.566,327,384,38.4434,77.1226,32.2581,68.638,42.4528,90.3302,163,327,180,383,424,0.3034,8.3952,9.012,34.8604,"RMR"
"814",51,528020,21020,549,3.0029,21.0421,12.7804,15.6017,4.741,22.4773,0.371,8.0055,-0.1621,1.9265,4.0907,12.7804,2.7307,-0.1179,0.0427,0.2137,-0.0432,0.0157,3.3589,4.8567,6.1317,8.1231,9.0068,9.8063,11.3628,12.67,14.9219,16.3333,17.0123,17.598,18.8458,19.8489,20.4236,422,113,14,0,92.7473,85.1163,120.6593,422,549,51.8681,38.2418,42.0155,29.9225,59.5604,42.4176,236,174,271,193,455,0.542,13.6299,14.3103,52.7094,"RMR"
"815",51,528040,21020,511,3.0094,18.5188,10.9961,12.6105,3.6311,13.185,0.3302,5.5775,-0.407,2.1866,3.0443,10.9961,2.0695,-0.2267,0.1079,0.1882,-0.1095,0.0521,3.4502,4.6114,5.208,7.5845,8.35,9.156,10.5623,11.5907,12.6399,13.4069,13.9276,14.4979,15.2123,15.9288,17.135,447,59,5,0,91.9753,85.5946,105.144,447,511,56.3786,42.1811,47.4037,34.3384,58.2305,42.1811,274,205,283,205,486,0.515,11.579,12.0375,54.6098,"RMR"
"816",51,528100,21020,702,3.0281,26.8964,14.5874,12.1208,5.2866,27.9485,0.3624,7.1222,0.1377,2.4908,4.2901,14.5874,3.0118,0.0928,0.3111,0.2065,0.0308,0.1033,4.164,5.6266,7.4553,10.2846,11.0761,11.7193,12.9386,14.3317,15.6974,17.5268,18.1983,18.9956,21.9591,24.1012,26.1464,536,157,9,0,99.2593,90.6977,130,536,702,54.4444,75.1852,43.1525,60.2067,61.8519,86.2963,294,406,334,466,540,0.4843,15.5146,16.3188,49.8167,"RMR"
"817",51,528120,21020,692,3.0779,27.1202,15.5118,15.6715,5.961,35.5337,0.3843,9.3265,-0.2809,2.1267,4.9837,15.5118,3.4176,-0.2499,0.1754,0.2203,-0.0731,0.0513,3.3878,4.9532,6.4082,9.8118,10.9962,12.3718,14.3688,16.019,17.8745,19.5472,20.3228,20.9856,23.0703,24.4075,25.6702,517,156,19,0,95.2118,86.8256,127.4401,517,692,60.0368,59.116,46.675,45.9222,68.5083,67.4033,326,321,372,366,543,0.5172,16.6162,17.4616,51.7136,"RMR"
"818",51,528140,21020,764,3.1099,22.7882,14.5678,19.04,4.8826,23.8398,0.3352,8.1912,-0.3968,2.0332,4.2033,14.5678,2.7881,-0.3118,0.0473,0.1914,-0.1118,0.017,4.0166,6.2094,7.4723,9.7378,10.6465,11.4523,13.6563,15.3481,16.9165,18.2441,18.8377,19.3191,20.2753,20.9827,22.1643,541,199,24,0,98.1851,89.0443,138.657,541,764,69.147,32.1234,49.1841,20.7459,76.588,32.3049,381,177,422,178,551,0.5823,15.3632,15.9869,57.7459,"RMR"
"819",51,528160,21020,723,3.1298,25.9003,12.8953,11.4428,4.6856,21.9551,0.3634,6.643,0.0903,2.7423,3.7939,12.8953,2.6544,-0.0201,0.2776,0.2058,-0.0076,0.1046,3.6589,4.9283,6.4051,8.7616,9.6226,10.3797,11.7296,13.0825,14.2891,15.6687,16.2656,16.7885,18.2186,19.8608,24.5174,543,155,22,3,97.3118,85.5621,129.5699,543,723,59.6774,69.5341,43.9053,54.3195,66.4875,82.2581,333,388,371,459,558,0.4289,13.7191,14.4254,44.3201,"RMR"
"820",51,528180,21020,719,3.0118,28.1987,10.5825,9.8083,5.3458,28.5774,0.5052,6.4349,1.0044,3.5307,4.1391,10.5825,2.9135,0.6181,0.3784,0.2753,0.2121,0.1299,3.3867,3.9581,4.7656,5.883,6.4436,7.0647,8.4921,9.7473,10.6816,11.9941,12.8785,14.3571,18.7503,21.9015,25.5969,515,175,26,3,92.7928,74.8958,129.5495,515,719,41.0811,51.1712,30.5208,36.7708,52.7928,63.6036,228,284,293,353,555,0.3006,11.8544,13.0927,30.7929,"RMR"
"821",51,528200,21020,695,3.0494,15.5433,9.0469,9.9905,2.8548,8.1499,0.3156,4.3195,-0.0435,2.301,2.3645,9.0469,1.6362,-0.0241,0.1233,0.1809,-0.0147,0.0753,3.2464,4.1887,5.1045,6.4573,6.8998,7.3782,8.2757,9.0833,9.9557,10.7497,11.2193,11.6981,12.6175,13.6479,14.9293,523,157,15,0,95.438,75.7906,126.8248,523,695,60.219,47.9927,38.7132,29.9891,64.781,50.1825,330,263,355,275,548,0.48,9.486,9.866,45.8218,"RMR"
"822",51,528220,21020,565,3.0046,14.4705,7.0876,4.6426,2.5776,6.644,0.3637,3.9873,0.5164,2.634,2.1017,7.0876,1.4596,0.1615,0.1151,0.2059,0.1106,0.0789,3.0606,3.4251,3.9139,4.7118,4.9296,5.3083,6.1717,6.816,7.4458,8.3815,8.9169,9.4285,10.6777,11.5641,13.5495,447,110,7,1,82.4723,62.5,104.2435,447,565,41.8819,71.0332,27.9867,50.5531,46.679,84.3173,227,385,253,457,542,0.3561,7.541,7.968,34.0011,"RMR"
"823",51,528240,21020,686,3.0323,16.4578,8.4586,9.2123,2.7411,7.5137,0.3241,3.8389,0.0897,2.4447,2.2486,8.4586,1.5652,0.0101,0.1373,0.185,0.0065,0.0877,3.1847,3.92,4.6652,5.9045,6.4457,6.8812,7.7231,8.6678,9.2908,9.8416,10.2846,10.8378,11.9449,13.099,14.6053,524,155,7,0,93.5714,77.8661,122.5,524,686,57.8571,46.0714,40.8627,32.0091,64.2857,50.3571,324,258,360,282,560,0.4042,8.8911,9.2732,45.2713,"RMR"
